DEL NORTE 2E	maxt	mint	pcpn	snow
2017-01-07	14	-3	0.00	0.0
2017-01-08	13	-1	0.00	0.0
2017-01-09	23	3	0.00	0.0
2017-01-10	41	3	0.02	0.0
2017-01-11	41	3	0.00	0.0
2017-01-12	39	22	0.00	0.0
2017-01-13	26	19	0.00	0.0
2017-01-14	35	24	0.02	0.3
2017-01-15	40	25	T	T
2017-01-16	38	29	0.17	3.3
2017-01-17	34	24	0.10	1.0
2017-01-18	29	14	0.00	0.0
2017-01-19	23	12	0.00	0.0
2017-01-20	36	15	0.07	0.7
2017-01-21	30	11	0.00	0.0
2017-01-22	29	15	0.04	0.4
2017-01-23	39	11	0.00	0.0
2017-01-24	39	11	0.13	1.5
2017-01-25	29	11	T	T
2017-01-26	28	2	T	T
2017-01-27	18	2	0.00	0.0
2017-01-28	15	-2	0.00	0.0
2017-01-29	24	-1	0.00	0.0
2017-01-30	28	6	0.00	0.0
2017-01-31	32	7	0.00	0.0
2017-02-01	32	8	0.00	0.0
2017-02-02	35	8	0.00	0.0
2017-02-03	43	13	0.00	0.0
2017-02-04	34	16	0.00	0.0
2017-02-05	37	14	0.00	0.0
2017-02-06	43	14	0.00	0.0
2017-02-07	42	18	0.00	0.0
2017-02-08	45	21	0.00	0.0
2017-02-09	50	22	0.00	0.0
2017-02-10	47	23	0.00	0.0
2017-02-11	59	24	0.00	0.0
2017-02-12	53	32	0.00	0.0
2017-02-13	41	32	0.12	0.9
2017-02-14	35	17	0.32	3.5
2017-02-15	38	19	0.00	0.0
2017-02-16	37	18	0.00	0.0
2017-02-17	42	23	0.00	0.0
2017-02-18	44	26	0.00	0.0
2017-02-19	47	27	0.00	0.0
2017-02-20	46	27	0.01	0.1
2017-02-21	49	24	0.00	0.0
2017-02-22	56	24	0.00	0.0
2017-02-23	52	29	0.04	0.9
2017-02-24	34	14	0.00	0.0
2017-02-25	31	9	T	T
2017-02-26	33	14	0.00	0.0
2017-02-27	37	15	0.00	0.0
2017-02-28	41	15	0.07	0.8
2017-03-01	39	8	0.03	0.3
2017-03-02	34	12	0.00	0.0
2017-03-03	40	17	0.00	0.0
2017-03-04	48	19	0.00	0.0
2017-03-05	54	23	0.00	0.0
2017-03-06	54	29	0.01	M
2017-03-07	36	14	T	T
2017-03-08	44	18	0.00	0.0
2017-03-09	55	22	0.00	0.0
2017-03-10	61	29	0.00	0.0
2017-03-11	64	31	0.00	0.0
2017-03-12	61	24	0.00	0.0
2017-03-13	61	23	0.00	0.0
2017-03-14	60	24	0.00	0.0
2017-03-15	65	29	0.00	0.0
2017-03-16	69	31	0.00	0.0
2017-03-17	68	34	0.00	0.0
2017-03-18	69	33	0.00	0.0
2017-03-19	69	32	0.00	0.0
2017-03-20	70	32	0.00	0.0
2017-03-21	68	31	0.00	0.0
2017-03-22	67	31	0.00	0.0
2017-03-23	67	31	0.00	0.0
2017-03-24	58	33	0.04	0.5
2017-03-25	55	24	0.00	0.0
2017-03-26	58	27	0.02	0.0
2017-03-27	58	25	0.00	0.0
2017-03-28	58	25	0.00	0.0
2017-03-29	54	29	0.25	0.0
2017-03-30	54	29	0.00	0.0
2017-03-31	60	30	0.00	0.0
2017-04-01	55	29	0.29	3.8
2017-04-02	47	29	0.02	T
2017-04-03	54	29	T	0.0
2017-04-04	49	29	0.62	7.8
2017-04-05	35	13	0.34	3.6
2017-04-06	37	16	0.00	0.0
2017-04-07	51	24	0.00	0.0
2017-04-08	64	29	0.00	0.0
2017-04-09	62	37	0.00	0.0
2017-04-10	53	21	0.00	0.0
2017-04-11	55	23	0.00	0.0
2017-04-12	61	27	0.00	0.0
2017-04-13	67	32	0.00	0.0
2017-04-14	69	32	0.00	0.0
2017-04-15	68	31	0.00	0.0
2017-04-16	65	30	0.00	0.0
2017-04-17	68	33	0.00	0.0
2017-04-18	69	34	0.00	0.0
2017-04-19	70	38	0.00	0.0
2017-04-20	66	31	0.00	0.0
2017-04-21	66	31	0.00	0.0
2017-04-22	66	25	0.00	0.0
2017-04-23	66	25	0.00	0.0
2017-04-24	69	31	0.00	0.0
2017-04-25	64	37	0.00	0.0
2017-04-26	64	29	0.14	T
2017-04-27	51	33	0.00	0.0
2017-04-28	55	23	0.04	M
2017-04-29	48	26	0.00	0.0
2017-04-30	39	24	T	T
2017-05-01	57	30	0.00	0.0
2017-05-02	60	29	0.00	0.0
2017-05-03	65	31	T	0.0
2017-05-04	65	31	0.00	0.0
2017-05-05	71	38	0.00	0.0
2017-05-06	74	38	0.00	0.0
2017-05-07	72	42	T	0.0
2017-05-08	68	33	0.04	0.0
2017-05-09	72	39	T	0.0
2017-05-10	56	32	0.39	0.0
2017-05-11	57	32	0.25	0.0
2017-05-12	62	32	0.00	0.0
2017-05-13	71	42	0.00	0.0
2017-05-14	71	38	0.00	0.0
2017-05-15	71	37	0.00	0.0
2017-05-16	70	38	0.00	0.0
2017-05-17	62	32	0.00	0.0
2017-05-18	57	36	T	0.0
2017-05-19	51	25	0.00	0.0
2017-05-20	51	27	T	0.0
2017-05-21	61	31	0.00	0.0
2017-05-22	63	35	T	0.0
2017-05-23	67	33	T	0.0
2017-05-24	66	33	0.00	0.0
2017-05-25	77	33	0.00	0.0
2017-05-26	73	36	0.00	0.0
2017-05-27	72	35	0.00	0.0
2017-05-28	68	34	T	0.0
2017-05-29	66	37	0.00	0.0
2017-05-30	69	36	0.00	0.0
2017-05-31	71	38	0.00	0.0
2017-06-01	71	38	0.00	0.0
2017-06-02	69	41	0.08	0.0
2017-06-03	73	42	0.00	0.0
2017-06-04	73	42	0.00	0.0
2017-06-05	77	45	T	0.0
2017-06-06	78	47	0.00	0.0
2017-06-07	78	47	T	0.0
2017-06-08	74	44	T	0.0
2017-06-09	77	47	0.00	0.0
2017-06-10	81	47	0.00	0.0
2017-06-11	82	51	0.00	0.0
2017-06-12	80	45	0.00	0.0
2017-06-13	78	48	0.00	0.0
2017-06-14	71	37	0.00	0.0
2017-06-15	M	M	0.00	0.0
2017-06-16	83	49	0.00	0.0
2017-06-17	M	M	0.00	0.0
2017-06-18	86	51	0.00	0.0
2017-06-19	86	51	0.00	0.0
2017-06-20	86	52	0.00	0.0
2017-06-21	87	53	0.00	0.0
2017-06-22	86	54	0.00	0.0
2017-06-23	87	52	T	0.0
2017-06-24	88	41	0.00	0.0
2017-06-25	83	46	0.00	0.0
2017-06-26	83	46	0.00	0.0
2017-06-27	81	44	0.02	0.0
2017-06-28	84	44	0.00	0.0
2017-06-29	85	46	0.00	0.0
2017-06-30	85	44	0.00	0.0
2017-07-01	76	42	T	0.0
2017-07-02	78	44	T	0.0
2017-07-03	74	49	T	0.0
2017-07-04	79	52	T	0.0
2017-07-05	84	50	0.00	0.0
2017-07-06	85	51	0.00	0.0
2017-07-07	85	51	0.00	0.0
2017-07-08	82	51	0.00	0.0
2017-07-09	82	47	0.08	0.0
2017-07-10	82	50	0.00	0.0
2017-07-11	83	48	0.00	0.0
2017-07-12	81	56	T	0.0
2017-07-13	74	50	0.10	0.0
2017-07-14	78	49	0.02	0.0
2017-07-15	76	50	0.16	0.0
2017-07-16	84	49	0.04	0.0
2017-07-17	84	49	0.02	0.0
2017-07-18	82	53	0.00	0.0
2017-07-19	84	53	0.10	0.0
2017-07-20	83	55	0.01	0.0
2017-07-21	84	52	0.02	0.0
2017-07-22	84	56	0.00	0.0
2017-07-23	74	51	T	0.0
2017-07-24	82	52	0.00	0.0
2017-07-25	78	57	T	0.0
2017-07-26	80	50	0.02	0.0
2017-07-27	80	54	T	0.0
2017-07-28	81	55	0.01	0.0
2017-07-29	81	57	0.62	0.0
2017-07-30	73	55	0.24	0.0
2017-07-31	73	52	0.21	0.0
2017-08-01	75	54	0.05	0.0
2017-08-02	77	48	0.00	0.0
2017-08-03	82	50	0.14	0.0
2017-08-04	67	45	0.11	0.0
2017-08-05	69	48	0.03	0.0
2017-08-06	71	47	T	0.0
2017-08-07	74	46	T	0.0
2017-08-08	72	45	0.15	0.0
2017-08-09	72	46	0.02	0.0
2017-08-10	61	47	0.18	0.0
2017-08-11	77	48	0.01	0.0
2017-08-12	72	46	T	0.0
2017-08-13	77	47	0.22	0.0
2017-08-14	72	49	0.01	0.0
2017-08-15	78	47	0.21	0.0
2017-08-16	74	45	0.00	0.0
2017-08-17	74	45	T	0.0
2017-08-18	77	47	0.00	0.0
2017-08-19	80	46	0.00	0.0
2017-08-20	83	49	0.00	0.0
2017-08-21	79	47	T	0.0
2017-08-22	78	48	0.09	0.0
2017-08-23	73	45	0.36	0.0
2017-08-24	77	46	T	0.0
2017-08-25	74	45	0.06	0.0
2017-08-26	77	46	0.00	0.0
2017-08-27	80	49	0.00	0.0
2017-08-28	68	48	T	0.0
2017-08-29	81	47	0.00	0.0
2017-08-30	81	46	0.00	0.0
2017-08-31	82	46	0.00	0.0
2017-09-01	77	47	0.00	0.0
2017-09-02	76	46	0.18	0.0
2017-09-03	79	46	0.00	0.0
2017-09-04	84	50	T	0.0
2017-09-05	84	50	T	0.0
2017-09-06	78	41	T	0.0
2017-09-07	79	44	T	0.0
2017-09-08	73	43	T	0.0
2017-09-09	78	44	0.00	0.0
2017-09-10	77	46	0.00	0.0
2017-09-11	77	46	T	0.0
2017-09-12	79	46	T	0.0
2017-09-13	78	48	0.00	0.0
2017-09-14	77	45	T	0.0
2017-09-15	78	44	0.32	0.0
2017-09-16	78	39	0.00	0.0
2017-09-17	70	39	0.00	0.0
2017-09-18	70	38	0.07	0.0
2017-09-19	72	37	0.00	0.0
2017-09-20	72	36	0.00	0.0
2017-09-21	73	36	0.00	0.0
2017-09-22	74	35	0.00	0.0
2017-09-23	74	35	0.04	0.0
2017-09-24	62	32	0.00	0.0
2017-09-25	63	32	0.00	0.0
2017-09-26	65	29	0.00	0.0
2017-09-27	63	30	T	0.0
2017-09-28	59	36	0.88	0.0
2017-09-29	56	38	0.02	0.0
2017-09-30	59	39	0.03	0.0
2017-10-01	59	39	0.56	0.0
2017-10-02	62	36	0.00	0.0
2017-10-03	62	31	0.00	0.0
2017-10-04	70	31	0.00	0.0
2017-10-05	70	31	0.05	0.0
2017-10-06	69	35	0.00	0.0
2017-10-07	63	26	0.00	0.0
2017-10-08	63	26	0.00	0.0
2017-10-09	70	26	0.00	0.0
2017-10-10	43	16	0.12	0.0
2017-10-11	49	16	0.00	0.0
2017-10-12	59	17	0.00	0.0
2017-10-13	M	M	0.00	0.0
2017-10-14	M	M	0.00	0.0
2017-10-15	65	28	0.00	0.0
2017-10-16	66	30	0.00	0.0
2017-10-17	67	33	0.00	0.0
2017-10-18	65	35	0.00	0.0
2017-10-19	64	38	0.00	0.0
2017-10-20	55	31	0.00	0.0
2017-10-21	59	21	0.00	0.0
2017-10-22	68	29	0.00	0.0
2017-10-23	63	30	0.00	0.0
2017-10-24	68	21	0.00	0.0
2017-10-25	63	27	0.00	0.0
2017-10-26	62	27	0.00	0.0
2017-10-27	60	21	0.00	0.0
2017-10-28	55	21	0.00	0.0
2017-10-29	59	24	0.00	0.0
2017-10-30	59	24	0.00	0.0
2017-10-31	59	24	T	T
2017-11-01	56	29	T	T
2017-11-02	64	27	0.00	0.0
2017-11-03	64	32	0.00	0.0
2017-11-04	61	29	0.00	0.0
2017-11-05	55	41	0.00	0.0
2017-11-06	55	33	0.00	0.0
2017-11-07	53	35	0.04	0.0
2017-11-08	53	26	0.10	2.6
2017-11-09	47	27	0.00	0.0
2017-11-10	50	22	0.00	0.0
2017-11-11	58	25	0.00	0.0
2017-11-12	51	23	0.00	0.0
2017-11-13	51	25	0.00	0.0
2017-11-14	57	26	0.00	0.0
2017-11-15	63	26	0.00	0.0
2017-11-16	53	20	0.00	0.0
2017-11-17	61	21	0.00	0.0
2017-11-18	54	16	T	T
2017-11-19	40	16	0.00	0.0
2017-11-20	45	16	0.00	0.0
2017-11-21	49	20	0.00	0.0
2017-11-22	56	28	0.00	0.0
2017-11-23	61	31	0.00	0.0
2017-11-24	55	22	0.00	0.0
2017-11-25	63	25	0.00	0.0
2017-11-26	58	29	0.00	0.0
2017-11-27	59	27	0.00	0.0
2017-11-28	63	27	0.00	0.0
2017-11-29	63	18	0.00	0.0
2017-11-30	45	17	0.00	0.0
2017-12-01	44	19	0.00	0.0
2017-12-02	53	19	0.00	0.0
2017-12-03	52	21	0.00	0.0
2017-12-04	54	21	0.00	0.0
2017-12-05	40	9	0.00	0.0
2017-12-06	37	9	0.00	0.0
2017-12-07	38	8	0.00	0.0
2017-12-08	34	10	0.00	0.0
2017-12-09	49	21	0.00	0.0
2017-12-10	48	16	0.00	0.0
2017-12-11	46	13	0.00	0.0
2017-12-12	48	14	0.00	0.0
2017-12-13	49	16	0.00	0.0
2017-12-14	49	16	0.05	0.7
2017-12-15	34	8	0.06	0.5
2017-12-16	34	12	0.00	0.0
2017-12-17	40	12	0.00	0.0
2017-12-18	40	15	0.00	0.0
2017-12-19	41	16	0.00	0.0
2017-12-20	47	13	0.00	0.0
2017-12-21	49	12	0.00	0.0
2017-12-22	40	10	T	T
2017-12-23	40	10	0.00	0.0
2017-12-24	42	10	T	T
2017-12-25	42	10	0.00	0.0
2017-12-26	50	15	0.00	0.0
2017-12-27	44	16	0.00	0.0
2017-12-28	45	15	0.00	0.0
2017-12-29	50	15	0.00	0.0
2017-12-30	52	11	0.00	0.0
2017-12-31	60	12	0.00	0.0
2018-01-01	60	12	0.00	0.0
2018-01-02	60	12	0.00	0.0
2018-01-03	40	8	0.00	0.0
2018-01-04	43	14	0.00	0.0
2018-01-05	48	8	0.00	0.0
2018-01-06	44	17	0.00	0.0
2018-01-07	44	18	0.00	0.0
2018-01-08	50	16	0.00	0.0
2018-01-09	46	19	0.00	0.0
2018-01-10	56	19	0.00	0.0
2018-01-11	49	25	T	T
2018-01-12	42	12	0.00	0.0
2018-01-13	44	14	0.00	0.0
2018-01-14	42	15	0.00	0.0
2018-01-15	45	15	0.00	0.0
2018-01-16	41	8	0.00	0.0
2018-01-17	31	9	0.00	0.0
2018-01-18	41	10	0.00	0.0
2018-01-19	45	16	0.00	0.0
2018-01-20	47	15	0.00	0.0
2018-01-21	51	16	0.02	0.4
2018-01-22	31	12	0.00	0.0
2018-01-23	33	8	0.00	0.0
2018-01-24	36	8	0.00	0.0
2018-01-25	41	12	0.00	0.0
2018-01-26	41	14	0.00	0.0
2018-01-27	41	8	T	T
2018-01-28	36	8	0.00	0.0
2018-01-29	47	15	0.00	0.0
2018-01-30	49	15	0.00	0.0
2018-01-31	49	14	0.00	0.0
2018-02-01	61	20	0.00	0.0
2018-02-02	58	19	0.00	0.0
2018-02-03	54	17	0.00	0.0
2018-02-04	55	17	0.00	0.0
2018-02-05	56	17	0.00	0.0
2018-02-06	57	22	0.05	0.9
2018-02-07	57	16	0.04	0.9
2018-02-08	57	16	0.00	0.0
2018-02-09	50	21	0.00	0.0
2018-02-10	57	20	0.00	0.0
2018-02-11	57	8	0.04	1.0
2018-02-12	29	12	0.00	0.0
2018-02-13	30	16	0.19	2.9
2018-02-14	45	23	0.00	0.0
2018-02-15	48	23	T	T
2018-02-16	45	15	0.00	0.0
2018-02-17	40	17	0.00	0.0
2018-02-18	48	17	0.00	0.0
2018-02-19	49	20	0.00	0.0
2018-02-20	39	17	0.07	0.3
2018-02-21	28	6	0.00	0.0
2018-02-22	35	7	0.09	1.3
2018-02-23	34	9	0.00	0.0
2018-02-24	39	10	T	T
2018-02-25	33	12	0.00	0.0
2018-02-26	37	7	0.00	0.0
2018-02-27	47	9	0.00	0.0
2018-02-28	47	16	0.00	0.0
2018-03-01	47	16	0.00	0.0
2018-03-02	48	14	0.00	0.0
2018-03-03	54	16	0.00	0.0
2018-03-04	57	16	0.00	0.0
2018-03-05	48	12	0.00	0.0
2018-03-06	42	10	0.00	0.0
2018-03-07	48	11	0.00	0.0
2018-03-08	51	18	0.00	0.0
2018-03-09	58	22	0.00	0.0
2018-03-10	58	22	0.00	0.0
2018-03-11	56	21	0.00	0.0
2018-03-12	48	17	0.00	0.0
2018-03-13	54	17	0.00	0.0
2018-03-14	54	24	0.00	0.0
2018-03-15	61	26	0.00	0.0
2018-03-16	53	23	T	T
2018-03-17	53	17	0.00	0.0
2018-03-18	52	18	0.00	0.0
2018-03-19	52	17	0.00	0.0
2018-03-20	43	16	0.00	0.0
2018-03-21	48	17	0.00	0.0
2018-03-22	57	17	0.00	0.0
2018-03-23	67	17	0.00	0.0
2018-03-24	57	23	0.00	0.0
2018-03-25	59	25	0.00	0.0
2018-03-26	59	29	0.00	0.0
2018-03-27	55	29	0.13	1.7
2018-03-28	56	14	0.47	4.1
2018-03-29	45	14	T	T
2018-03-30	50	14	0.00	0.0
2018-03-31	60	25	0.00	0.0
2018-04-01	66	30	0.00	0.0
2018-04-02	62	35	0.00	0.0
2018-04-03	64	33	0.00	0.0
2018-04-04	64	20	0.00	0.0
2018-04-05	63	25	0.00	0.0
2018-04-06	62	30	0.00	0.0
2018-04-07	61	33	0.00	0.0
2018-04-08	70	38	0.03	0.0
2018-04-09	69	26	0.00	0.0
2018-04-10	70	24	0.00	0.0
2018-04-11	65	27	0.00	0.0
2018-04-12	70	33	0.00	0.0
2018-04-13	63	30	0.00	0.0
2018-04-14	63	25	0.00	0.0
2018-04-15	52	23	0.00	0.0
2018-04-16	61	25	0.00	0.0
2018-04-17	67	32	0.00	0.0
2018-04-18	55	19	0.00	0.0
2018-04-19	55	19	0.00	0.0
2018-04-20	67	25	0.05	T
2018-04-21	67	25	0.01	T
2018-04-22	56	31	0.00	0.0
2018-04-23	64	32	0.00	0.0
2018-04-24	69	34	0.00	0.0
2018-04-25	69	24	0.00	0.0
2018-04-26	69	24	0.00	0.0
2018-04-27	68	26	0.00	0.0
2018-04-28	69	29	0.00	0.0
2018-04-29	69	38	0.03	0.0
2018-04-30	69	35	0.00	0.0
2018-05-01	69	35	0.00	0.0
2018-05-02	60	41	0.00	0.0
2018-05-03	59	28	0.02	0.0
2018-05-04	55	31	0.00	0.0
2018-05-05	62	31	0.00	0.0
2018-05-06	68	38	0.00	0.0
2018-05-07	74	38	0.00	0.0
2018-05-08	76	38	0.00	0.0
2018-05-09	79	38	0.00	0.0
2018-05-10	77	41	T	0.0
2018-05-11	78	42	0.00	0.0
2018-05-12	78	42	0.00	0.0
2018-05-13	78	39	0.00	0.0
2018-05-14	70	36	0.00	0.0
2018-05-15	70	35	0.00	0.0
2018-05-16	72	35	0.00	0.0
2018-05-17	77	41	0.00	0.0
2018-05-18	76	39	0.00	0.0
2018-05-19	76	36	0.00	0.0
2018-05-20	67	35	T	0.0
2018-05-21	61	36	T	0.0
2018-05-22	63	36	0.31	0.0
2018-05-23	70	38	0.00	0.0
2018-05-24	74	39	0.00	0.0
2018-05-25	77	42	0.00	0.0
2018-05-26	81	41	0.00	0.0
2018-05-27	81	41	0.00	0.0
2018-05-28	79	38	0.00	0.0
2018-05-29	75	39	T	0.0
2018-05-30	75	39	0.00	0.0
2018-05-31	75	41	0.01	0.0
2018-06-01	79	48	0.00	0.0
2018-06-02	78	42	0.00	0.0
2018-06-03	79	44	0.00	0.0
2018-06-04	57	38	0.58	0.0
2018-06-05	75	38	0.00	0.0
2018-06-06	83	38	0.00	0.0
2018-06-07	81	48	0.00	0.0
2018-06-08	83	48	0.00	0.0
2018-06-09	82	45	0.00	0.0
2018-06-10	83	44	0.00	0.0
2018-06-11	82	44	0.00	0.0
2018-06-12	84	45	0.00	0.0
2018-06-13	84	47	0.00	0.0
2018-06-14	81	51	0.00	0.0
2018-06-15	85	53	0.00	0.0
2018-06-16	86	54	0.00	0.0
2018-06-17	64	48	0.01	0.0
2018-06-18	75	45	T	0.0
2018-06-19	79	47	0.00	0.0
2018-06-20	82	47	0.00	0.0
2018-06-21	82	47	0.00	0.0
2018-06-22	84	47	0.00	0.0
2018-06-23	87	47	0.00	0.0
2018-06-24	86	47	0.00	0.0
2018-06-25	86	44	0.00	0.0
2018-06-26	82	49	0.00	0.0
2018-06-27	88	55	0.00	0.0
2018-06-28	89	52	0.00	0.0
2018-06-29	90	51	0.00	0.0
2018-06-30	82	48	0.00	0.0
2018-07-01	86	47	T	0.0
2018-07-02	85	47	0.00	0.0
2018-07-03	88	51	0.00	0.0
2018-07-04	88	49	T	0.0
2018-07-05	85	52	0.00	0.0
2018-07-06	85	47	0.00	0.0
2018-07-07	83	50	0.00	0.0
2018-07-08	84	48	0.00	0.0
2018-07-09	86	53	T	0.0
2018-07-10	83	50	0.00	0.0
2018-07-11	85	55	0.00	0.0
2018-07-12	85	53	0.04	0.0
2018-07-13	81	53	T	0.0
2018-07-14	83	53	T	0.0
2018-07-15	81	57	T	0.0
2018-07-16	84	57	0.06	0.0
2018-07-17	80	55	0.35	0.0
2018-07-18	80	55	T	0.0
2018-07-19	84	54	0.00	0.0
2018-07-20	88	54	0.00	0.0
2018-07-21	86	58	0.01	0.0
2018-07-22	84	55	0.22	0.0
2018-07-23	84	52	0.19	0.0
2018-07-24	84	53	0.12	0.0
2018-07-25	76	51	T	0.0
2018-07-26	80	51	T	T
2018-07-27	82	47	0.04	0.0
2018-07-28	81	45	0.17	0.0
2018-07-29	81	44	0.17	0.0
2018-07-30	81	47	0.00	0.0
2018-07-31	82	47	0.00	0.0
2018-08-01	82	47	0.00	0.0
2018-08-02	84	48	0.00	0.0
2018-08-03	84	48	0.16	0.0
2018-08-04	70	48	0.20	0.0
2018-08-05	78	48	T	0.0
2018-08-06	87	50	0.00	0.0
2018-08-07	87	49	0.00	0.0
2018-08-08	87	48	0.00	0.0
2018-08-09	85	49	0.00	0.0
2018-08-10	81	50	0.30	0.0
2018-08-11	79	47	0.00	0.0
2018-08-12	78	43	0.00	0.0
2018-08-13	80	46	0.00	0.0
2018-08-14	81	46	0.04	0.0
2018-08-15	82	52	0.00	0.0
2018-08-16	78	50	0.24	0.0
2018-08-17	79	49	T	0.0
2018-08-18	78	49	0.16	0.0
2018-08-19	75	45	0.04	0.0
2018-08-20	81	44	0.00	0.0
2018-08-21	81	44	0.00	0.0
2018-08-22	79	50	0.02	0.0
2018-08-23	74	47	T	0.0
2018-08-24	76	47	0.11	0.0
2018-08-25	80	46	0.00	0.0
2018-08-26	80	46	0.02	0.0
2018-08-27	77	42	0.03	0.0
2018-08-28	79	44	0.00	0.0
2018-08-29	81	44	0.00	0.0
2018-08-30	83	43	0.00	0.0
2018-08-31	85	46	0.00	0.0
2018-09-01	76	47	0.00	0.0
2018-09-02	77	44	0.00	0.0
2018-09-03	74	44	0.88	0.0
2018-09-04	74	44	0.04	0.0
2018-09-05	74	44	0.00	0.0
2018-09-06	66	46	0.12	0.0
2018-09-07	68	44	T	0.0
2018-09-08	74	42	0.00	0.0
2018-09-09	77	43	0.00	0.0
2018-09-10	77	45	0.00	0.0
2018-09-11	79	44	0.00	0.0
2018-09-12	80	42	0.00	0.0
2018-09-13	79	39	0.00	0.0
2018-09-14	79	40	0.00	0.0
2018-09-15	79	40	0.00	0.0
2018-09-16	81	46	0.00	0.0
2018-09-17	79	47	0.00	0.0
2018-09-18	83	47	0.00	0.0
2018-09-19	77	47	0.00	0.0
2018-09-20	83	47	0.28	0.0
2018-09-21	69	41	0.00	0.0
2018-09-22	72	37	0.00	0.0
2018-09-23	73	38	0.00	0.0
2018-09-24	74	42	0.00	0.0
2018-09-25	70	42	0.00	0.0
2018-09-26	76	34	0.00	0.0
2018-09-27	70	34	0.00	0.0
2018-09-28	74	38	0.00	0.0
2018-09-29	76	33	0.00	0.0
2018-09-30	78	33	0.00	0.0
2018-10-01	75	39	0.00	0.0
2018-10-02	67	50	0.05	0.0
2018-10-03	70	43	0.05	0.0
2018-10-04	76	42	0.02	0.0
2018-10-05	66	32	0.00	0.0
2018-10-06	68	31	0.00	0.0
2018-10-07	65	31	0.00	0.0
2018-10-08	64	34	T	0.0
2018-10-09	56	32	0.00	0.0
2018-10-10	54	30	0.00	0.0
2018-10-11	54	33	0.00	0.0
2018-10-12	60	32	0.00	0.0
2018-10-13	64	28	0.00	0.0
2018-10-14	58	33	0.00	0.0
2018-10-15	46	17	0.00	0.0
2018-10-16	64	17	0.00	0.0
2018-10-17	55	23	0.00	0.0
2018-10-18	53	32	0.00	0.0
2018-10-19	57	27	0.00	0.0
2018-10-20	57	28	0.00	0.0
2018-10-21	59	27	0.00	0.0
2018-10-22	63	26	0.00	0.0
2018-10-23	63	26	0.14	0.0
2018-10-24	50	38	0.17	0.0
2018-10-25	56	33	0.10	0.0
2018-10-26	58	29	0.00	0.0
2018-10-27	62	29	0.00	0.0
2018-10-28	61	31	0.00	0.0
2018-10-29	65	28	0.00	0.0
2018-10-30	67	27	0.00	0.0
2018-10-31	54	29	0.41	4.8
2018-11-01	35	19	0.08	0.6
2018-11-02	42	20	0.00	0.0
2018-11-03	51	27	T	T
2018-11-04	47	24	0.00	0.0
2018-11-05	47	24	0.00	0.0
2018-11-06	50	20	0.00	0.0
2018-11-07	50	16	0.00	0.0
2018-11-08	46	17	0.00	0.0
2018-11-09	44	14	0.00	0.0
2018-11-10	42	11	0.00	0.0
2018-11-11	44	13	0.00	0.0
2018-11-12	40	16	0.25	3.7
2018-11-13	22	7	0.00	0.0
2018-11-14	29	7	0.00	0.0
2018-11-15	37	11	0.00	0.0
2018-11-16	43	19	0.00	0.0
2018-11-17	47	21	0.00	0.0
2018-11-18	45	21	0.00	0.0
2018-11-19	44	18	0.00	0.0
2018-11-20	45	19	0.00	0.0
2018-11-21	45	19	0.00	0.0
2018-11-22	46	20	0.00	0.0
2018-11-23	40	21	T	T
2018-11-24	47	17	0.00	0.0
2018-11-25	48	15	T	T
2018-11-26	39	12	0.00	0.0
2018-11-27	39	12	0.00	0.0
2018-11-28	45	17	0.00	0.0
2018-11-29	46	19	0.00	0.0
2018-11-30	49	24	0.00	0.0
2018-12-01	43	20	0.03	0.5
2018-12-02	38	13	0.00	0.0
2018-12-03	38	9	0.05	0.6
2018-12-04	21	7	T	T
2018-12-05	25	8	0.00	0.0
2018-12-06	28	10	0.00	0.0
2018-12-07	34	19	0.00	0.0
2018-12-08	38	18	0.00	0.0
2018-12-09	40	15	0.00	0.0
2018-12-10	41	9	0.00	0.0
2018-12-11	35	10	0.00	0.0
2018-12-12	43	15	0.00	0.0
2018-12-13	43	14	T	T
2018-12-14	40	8	0.00	0.0
2018-12-15	39	12	0.00	0.0
2018-12-16	44	15	0.00	0.0
2018-12-17	46	14	0.00	0.0
2018-12-18	39	15	0.00	0.0
2018-12-19	49	15	0.00	0.0
2018-12-20	44	16	0.00	0.0
2018-12-21	43	14	0.00	0.0
2018-12-22	41	16	0.00	0.0
2018-12-23	44	9	0.00	0.0
2018-12-24	34	12	0.00	0.0
2018-12-25	42	12	T	T
2018-12-26	42	12	0.00	0.0
2018-12-27	39	14	0.00	0.0
2018-12-28	34	14	0.10	2.9
2018-12-29	18	-3	0.07	2.1
2018-12-30	16	-3	0.00	0.0
2018-12-31	17	-2	0.00	0.0
2019-01-01	21	5	0.28	2.3
2019-01-02	19	-1	T	T
2019-01-03	12	-5	0.00	0.0
2019-01-04	13	-5	0.00	0.0
2019-01-05	26	2	0.00	0.0
2019-01-06	24	3	0.00	0.0
2019-01-07	38	12	0.00	0.0
2019-01-08	38	13	0.00	0.0
2019-01-09	35	13	0.00	0.0
2019-01-10	27	14	0.00	0.0
2019-01-11	29	15	0.12	1.2
2019-01-12	34	19	0.21	2.2
2019-01-13	34	8	0.07	1.3
2019-01-14	26	6	0.01	0.2
2019-01-15	26	1	0.00	0.0
2019-01-16	17	1	T	T
2019-01-17	26	4	0.00	0.0
2019-01-18	37	9	0.13	2.3
2019-01-19	28	9	0.00	0.0
2019-01-20	27	6	0.00	0.0
2019-01-21	36	6	0.00	0.0
2019-01-22	37	7	0.03	0.6
